Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Label
0.9079051,1.3770195,1.0038811,0.0,1.0000746,1.692597,0.6740946,0.0,0.9367038,1.517162,0.8960128,0.0,0.49964172,0.9510964,0.3697989,0.0,-0.12687637,0.35489345,-0.22913007,0.0,0
1.2405418,1.3770195,1.2776517,0.0,0.9852413,1.692597,1.0826062,0.0,0.96008784,1.517162,0.88519233,0.0,0.5140318,0.9510964,0.32716206,0.0,-0.07000322,0.35489345,-0.19886354,0.0,0
1.0787612,1.3770195,1.3136207,0.0,0.84182596,1.692597,0.49726868,0.0,1.1348773,1.517162,0.927691,0.0,0.35138005,0.9510964,0.070625454,0.0,-0.16880178,0.35489345,-0.28298798,0.0,0
0.9803469,1.3770195,1.052533,0.0,0.70042974,1.692597,0.6838758,0.0,0.8691275,1.517162,1.1007851,0.0,0.4675942,0.9510964,0.061766934,0.0,-0.17322029,0.35489345,-0.37382597,0.0,0
0.75171256,1.3743777,0.96515304,0.0,0.5528688,1.162218,0.56223696,0.0,0.650174,1.1989113,0.44552138,0.0,0.5321506,0.8886761,0.15116307,0.0,-0.1679423,0.05822866,-0.3848911,0.0,0
0.88405085,1.3743777,0.9249177,0.0,1.1374213,1.162218,0.537998,0.0,1.0621743,1.1989113,0.7394219,0.0,0.2910185,0.8886761,0.10048357,0.0,-0.19605388,0.05822866,-0.102003224,0.0,0
0.88322544,1.3743777,1.1311569,0.0,1.100657,1.162218,0.7684286,0.0,1.3244127,1.1989113,0.8940069,0.0,0.26358297,0.8886761,0.16950925,0.0,-0.16403341,0.05822866,-0.054687995,0.0,0
0.9293617,1.3743777,0.99004203,0.0,1.051538,1.162218,0.7686997,0.0,1.163089,1.1989113,0.855942,0.0,0.22271144,0.8886761,0.26551813,0.0,-0.12588888,0.05822866,-0.35924867,0.0,0
0.9293617,1.3743777,1.1437186,0.0,1.051538,1.162218,0.94296753,0.0,1.163089,1.1989113,0.7506161,0.0,0.22271144,0.8886761,0.2747938,0.0,-0.12588888,0.05822866,-0.29181933,0.0,0
0.9293617,1.3743777,1.0458797,0.0,1.051538,1.162218,0.8384128,0.0,1.163089,1.1989113,0.6125616,0.0,0.22271144,0.8886761,0.4320106,0.0,-0.12588888,0.05822866,-0.30878168,0.0,0
0.9293617,1.3743777,1.2614231,0.0,1.051538,1.162218,0.96580243,0.0,1.163089,1.1989113,0.52640533,0.0,0.22271144,0.8886761,0.30162323,0.0,-0.12588888,0.05822866,-0.30880162,0.0,0
0.9293617,1.3743777,0.95631474,0.0,1.051538,1.162218,0.49883083,0.0,1.163089,1.1989113,0.46948183,0.0,0.22271144,0.8886761,0.11766841,0.0,-0.12588888,0.05822866,-0.38028067,0.0,0
0.9293617,1.3743777,0.7486034,0.0,1.051538,1.162218,0.42880654,0.0,1.163089,1.1989113,0.94599456,0.0,0.22271144,0.8886761,0.14741525,0.0,-0.12588888,0.05822866,-0.26020825,0.0,0
0.9293617,1.4991676,0.72346365,0.0,1.051538,1.198938,0.5338331,0.0,1.163089,1.2428486,0.920753,0.0,0.22271144,0.98956364,0.18892258,0.0,-0.12588888,0.22412688,-0.21969949,0.0,0
0.9293617,1.4991676,0.8711469,0.0,1.051538,1.198938,0.6824689,0.0,1.163089,1.2428486,0.6984178,0.0,0.22271144,0.98956364,0.08468118,0.0,-0.12588888,0.22412688,-0.13846996,0.0,0
0.9293617,1.4991676,0.9086443,0.0,1.051538,1.198938,0.75220346,0.0,1.163089,1.2428486,0.7696164,0.0,0.22271144,0.98956364,0.11174212,0.0,-0.12588888,0.22412688,-0.2034298,0.0,0
1.0933573,1.4991676,0.8991756,0.0,0.39812687,1.198938,0.4487323,0.0,0.86452276,1.2428486,0.59480375,0.0,0.56931263,0.98956364,0.3358259,0.0,0.100971,0.22412688,-0.26422545,0.0,0
1.0630759,1.4991676,0.60586333,0.0,1.0568895,1.198938,0.3765206,0.0,0.9499815,1.2428486,0.66942906,0.0,0.44632283,0.98956364,0.30190778,0.0,0.012722043,0.22412688,-0.33451527,0.0,0
1.4604926,1.4991676,0.8024842,0.0,1.37202,1.198938,0.50415355,0.0,0.950985,1.2428486,0.6609377,0.0,0.4124903,0.98956364,0.16505255,0.0,-0.08062296,0.22412688,-0.3529327,0.0,0
1.5918285,1.2049171,0.7724123,0.0,1.3835932,1.1439364,0.4877461,0.0,0.897331,1.186134,0.7091349,0.0,0.47495887,1.0131375,0.026995623,0.0,0.045962065,0.40738142,-0.32147688,0.0,0
0.502628,1.2253174,0.68021977,0.0,0.667245,1.1995841,0.64928985,0.0,1.2173107,1.3297504,0.7119569,0.0,0.42483035,1.1232696,-0.0017501022,0.0,-0.20769373,0.40459487,-0.42412555,0.0,0
0.21225701,1.2329472,0.62853056,0.0,0.56205994,1.2445973,0.4864875,0.0,1.2391578,1.2937357,0.5069666,0.0,0.4144798,1.202756,-0.07015382,0.0,-0.2282479,0.38219693,-0.48897535,0.0,0
0.54530406,1.2329472,0.5265782,0.0,0.5706221,1.2445973,0.3705255,0.0,1.2317855,1.2937357,0.47700566,0.0,0.4948247,1.202756,0.016573476,0.0,-0.29292777,0.38219693,-0.28434443,0.0,0
0.66197264,1.2329472,0.4368286,0.0,0.71549475,1.2445973,0.2859928,0.0,1.2257875,1.2937357,0.41993347,0.0,0.4746251,1.202756,0.11792838,0.0,-0.1304827,0.38219693,-0.30159152,0.0,0
0.6269181,1.2329472,0.65784997,0.0,0.81410015,1.2445973,0.48919696,0.0,1.1135352,1.2937357,0.51319146,0.0,0.32257617,1.202756,0.19770542,0.0,-0.2644416,0.38219693,-0.44899303,0.0,0
0.47753236,1.2329472,0.8725788,0.0,1.0553102,1.2445973,0.6265329,0.0,1.3525192,1.2937357,0.52771896,0.0,0.40735507,1.202756,0.19453967,0.0,-0.14418067,0.38219693,-0.22230801,0.0,0
0.5155883,1.2329472,0.7946502,0.0,0.86674184,1.2445973,0.5871664,0.0,1.1662649,1.2937357,0.9399081,0.0,0.40352568,1.202756,0.26456383,0.0,0.0133698005,0.38219693,-0.09450496,0.0,0
0.31469306,1.2329472,0.8614767,0.0,1.0905156,1.2445973,0.8012038,0.0,1.3307768,1.2937357,0.9135824,0.0,0.3375795,1.202756,0.388272,0.0,-0.0984901,0.38219693,-0.22878376,0.0,0
0.43232366,1.2329472,1.0127575,0.0,0.70979446,1.2445973,0.53863865,0.0,1.1148994,1.2937357,0.7652614,0.0,0.2570029,1.202756,0.3483917,0.0,-0.22057012,0.38219693,-0.19567025,0.0,0
0.3260586,1.2329472,0.77142745,0.0,0.53269136,1.2445973,0.6541013,0.0,0.6308008,1.2937357,0.7542262,0.0,0.3578819,1.202756,0.3564921,0.0,-0.19006655,0.38219693,-0.45308423,0.0,0
0.28452492,1.2329472,0.8199772,0.0,0.40391526,1.2445973,0.61255914,0.0,0.7621321,1.2937357,0.44348153,0.0,0.3632341,1.202756,0.13613325,0.0,-0.21523716,0.38219693,-0.5262949,0.0,0
0.59258634,1.2329472,0.9568949,0.0,0.4551292,1.2445973,0.79868525,0.0,0.77073956,1.2937357,0.7466643,0.0,0.3375847,1.202756,0.20628105,0.0,-0.1795305,0.38219693,-0.4093666,0.0,0
0.9521946,1.2329472,1.1651545,0.0,0.30961898,1.2445973,0.66007864,0.0,0.7983024,1.2937357,0.4800858,0.0,0.25681955,1.202756,0.34248143,0.0,-0.058818027,0.38219693,-0.3785193,0.0,0
0.09596563,1.2329472,1.2217406,0.0,0.45223925,1.2445973,0.57017916,0.0,0.97123706,1.2937357,0.3730709,0.0,0.2894782,1.202756,0.2462836,0.0,-0.14864212,0.38219693,-0.48531353,0.0,0
0.1712735,1.2329472,1.0012842,0.0,0.45515475,1.2445973,0.5398578,0.0,0.97865224,1.2937357,0.6180471,0.0,0.35057914,1.202756,0.36950314,0.0,-0.09714367,0.38219693,-0.2912416,0.0,0
0.17183891,1.2329472,1.2781023,0.0,0.7154607,1.2445973,0.7178342,0.0,1.5538621,1.2937357,0.6813901,0.0,0.32803825,1.202756,0.31297892,0.0,-0.19005056,0.38219693,-0.33578923,0.0,0
1.1104774,1.2329472,1.2405162,0.0,0.88619316,1.2445973,0.7238991,0.0,1.5618644,1.2937357,0.4828477,0.0,0.37880826,1.202756,0.109285206,0.0,-0.16692951,0.38219693,-0.26379892,0.0,0
1.5160493,1.2329472,1.2295545,0.0,0.9723872,1.2445973,0.54155517,0.0,1.3195926,1.2937357,0.50499046,0.0,0.5392071,1.202756,0.16484937,0.0,0.008538291,0.38219693,-0.33990395,0.0,0
1.5160493,1.2329472,1.2773223,0.0,0.9723872,1.2445973,0.7818296,0.0,1.3195926,1.2937357,0.640289,0.0,0.5392071,1.202756,0.25582272,0.0,0.008538291,0.38219693,-0.44532084,0.0,0
1.119531,1.2329472,1.1448227,0.0,1.042485,1.2445973,0.8444277,0.0,0.8324637,1.2937357,0.7349399,0.0,0.3950333,1.202756,0.332112,0.0,-0.09992898,0.38219693,-0.14321816,0.0,0
0.68518555,1.2329472,1.2556188,0.0,0.85655016,1.2445973,0.87007225,0.0,0.7630732,1.2937357,0.865161,0.0,0.42424303,1.202756,0.35073775,0.0,-0.1421994,0.38219693,-0.13528545,0.0,0
1.2613771,1.2329472,1.0239128,0.0,1.1985415,1.2445973,0.6635758,0.0,0.7893655,1.2937357,0.9453198,0.0,0.40867972,1.202756,0.36559793,0.0,-0.16171925,0.38219693,-0.1845135,0.0,0
1.5207549,1.3946776,0.773516,0.0,1.3093797,1.1932245,0.59401083,0.0,0.6033043,1.2747841,0.8394792,0.0,0.4905933,1.0753536,0.3775049,0.0,-0.13024278,0.110971935,-0.31647456,0.0,0
1.5207549,1.3946776,0.5493063,0.0,1.3093797,1.1932245,0.5555163,0.0,0.6033043,1.2747841,0.7444039,0.0,0.4905933,1.0753536,0.28698668,0.0,-0.13024278,0.110971935,-0.09892437,0.0,0
1.5207549,1.3946776,1.1006718,0.0,1.3093797,1.1932245,0.9070516,0.0,0.6033043,1.2747841,0.89598984,0.0,0.4905933,1.0753536,0.3642638,0.0,-0.13024278,0.110971935,-0.124022625,0.0,0
1.5207549,1.3946776,1.3496872,0.0,1.3093797,1.1932245,1.1093318,0.0,0.6033043,1.2747841,0.85522133,0.0,0.4905933,1.0753536,0.43671563,0.0,-0.13024278,0.110971935,-0.3015424,0.0,0
1.4588263,1.3946776,1.2025046,0.0,1.2204291,1.1932245,0.8438386,0.0,1.0183548,1.2747841,0.7799212,0.0,0.41595045,1.0753536,0.29353794,0.0,-0.2905257,0.110971935,-0.2813234,0.0,0
1.2148864,1.3946776,1.1936951,0.0,1.0666628,1.1932245,0.70221895,0.0,1.0124693,1.2747841,0.726816,0.0,0.4749119,1.0753536,0.21196343,0.0,-0.0827064,0.110971935,-0.22617555,0.0,0
